imgname,startx,starty,endx,eny,label_-1
mechanicalmeter/5C00544.jpg,307,75,337,133,4
mechanicalmeter/5C00544.jpg,374,74,404,131,4
mechanicalmeter/5C00544.jpg,428,61,488,131,-1
mechanicalmeter/5C118803.jpg,150,116,178,167,1
mechanicalmeter/5C118803.jpg,217,117,240,171,1
mechanicalmeter/5C118803.jpg,278,118,308,175,8
mechanicalmeter/5C118803.jpg,344,124,373,173,8
mechanicalmeter/5C118803.jpg,410,126,435,175,10
mechanicalmeter/5C118803.jpg,477,115,505,171,3
mechanicalmeter/5C026191.jpg,158,193,183,249,10
mechanicalmeter/5C026191.jpg,214,189,251,247,2
mechanicalmeter/5C026191.jpg,279,199,310,252,6
mechanicalmeter/5C026191.jpg,342,190,379,250,1
mechanicalmeter/5C026191.jpg,409,189,439,251,9
mechanicalmeter/5C026191.jpg,473,198,517,253,1
mechanicalmeter/5C24168.jpg,146,89,176,136,2
mechanicalmeter/5C24168.jpg,206,82,238,135,4
mechanicalmeter/5C24168.jpg,267,88,298,136,1
mechanicalmeter/5C24168.jpg,322,84,357,141,6
mechanicalmeter/5C24168.jpg,383,83,414,134,8
mechanicalmeter/5C24168.jpg,426,155,458,182,11
mechanicalmeter/5C24168.jpg,430,85,483,137,-1
mechanicalmeter/2310_56.jpg,71,69,120,138,9
mechanicalmeter/2310_56.jpg,166,61,219,136,1
mechanicalmeter/2310_56.jpg,278,62,329,131,2
mechanicalmeter/2310_56.jpg,386,61,438,132,7
mechanicalmeter/2310_56.jpg,497,67,561,134,2
mechanicalmeter/5C075463.jpg,224,58,255,109,10
mechanicalmeter/5C075463.jpg,287,54,317,103,7
mechanicalmeter/5C075463.jpg,350,55,382,106,5
mechanicalmeter/5C075463.jpg,414,56,445,105,4
mechanicalmeter/5C075463.jpg,474,59,504,107,6
mechanicalmeter/5C075463.jpg,528,62,563,105,3
mechanicalmeter/5C074853.jpg,226,58,256,107,10
mechanicalmeter/5C074853.jpg,285,56,316,102,7
mechanicalmeter/5C074853.jpg,350,54,381,102,4
mechanicalmeter/5C074853.jpg,413,55,444,104,8
mechanicalmeter/5C074853.jpg,475,56,501,100,5
mechanicalmeter/5C074853.jpg,532,57,563,102,3
mechanicalmeter/5C074332.jpg,224,59,255,108,10
mechanicalmeter/5C074332.jpg,285,56,315,104,7
mechanicalmeter/5C074332.jpg,350,56,378,106,4
mechanicalmeter/5C074332.jpg,411,57,441,104,3
mechanicalmeter/5C074332.jpg,473,58,504,105,3
mechanicalmeter/5C074332.jpg,530,62,564,109,2
mechanicalmeter/5C26084.jpg,176,103,208,159,2
mechanicalmeter/5C26084.jpg,232,102,268,159,6
mechanicalmeter/5C26084.jpg,297,93,327,149,10
mechanicalmeter/5C26084.jpg,358,93,390,154,8
mechanicalmeter/5C26084.jpg,419,92,452,149,4
mechanicalmeter/5C26084.jpg,474,83,520,155,-1
mechanicalmeter/5C05053.jpg,130,165,161,222,10
mechanicalmeter/5C05053.jpg,196,167,227,222,5
mechanicalmeter/5C05053.jpg,258,164,296,220,10
mechanicalmeter/5C05053.jpg,323,163,363,224,5
mechanicalmeter/5C05053.jpg,395,160,432,218,3
mechanicalmeter/5C05053.jpg,454,149,502,219,-1
mechanicalmeter/5C79581.jpg,104,129,133,192,7
mechanicalmeter/5C79581.jpg,166,125,206,190,9
mechanicalmeter/5C79581.jpg,239,135,276,189,5
mechanicalmeter/5C79581.jpg,310,128,346,189,8
mechanicalmeter/5C79581.jpg,380,130,422,196,1
mechanicalmeter/5C79581.jpg,450,121,497,190,-1
mechanicalmeter/5C10636.jpg,149,173,189,222,1
mechanicalmeter/5C10636.jpg,221,166,267,220,10
mechanicalmeter/5C10636.jpg,296,170,344,222,6
mechanicalmeter/5C10636.jpg,378,171,425,223,7
mechanicalmeter/5C10636.jpg,455,158,498,220,6
mechanicalmeter/5C19985.jpg,59,139,91,190,1
mechanicalmeter/5C19985.jpg,118,134,151,195,9
mechanicalmeter/5C19985.jpg,177,141,223,196,9
mechanicalmeter/5C19985.jpg,252,141,292,196,8
mechanicalmeter/5C19985.jpg,322,136,363,198,5
mechanicalmeter/5C19985.jpg,382,133,443,216,-1
mechanicalmeter/5C00577.jpg,124,86,153,142,10
mechanicalmeter/5C00577.jpg,182,78,212,139,10
mechanicalmeter/5C00577.jpg,246,77,276,137,5
mechanicalmeter/5C00577.jpg,305,77,345,130,7
mechanicalmeter/5C00577.jpg,372,76,410,134,7
mechanicalmeter/5C00577.jpg,434,62,497,129,-1
mechanicalmeter/5C074546.jpg,225,59,255,108,10
mechanicalmeter/5C074546.jpg,279,53,321,113,7
mechanicalmeter/5C074546.jpg,349,55,380,104,4
mechanicalmeter/5C074546.jpg,413,56,443,105,5
mechanicalmeter/5C074546.jpg,472,57,505,108,4
mechanicalmeter/5C074546.jpg,530,55,562,107,6
mechanicalmeter/5C82077.jpg,123,80,151,134,8
mechanicalmeter/5C82077.jpg,175,78,213,133,2
mechanicalmeter/5C82077.jpg,236,73,268,127,10
mechanicalmeter/5C82077.jpg,295,77,328,127,7
mechanicalmeter/5C82077.jpg,354,79,392,136,7
mechanicalmeter/5C82077.jpg,410,77,455,130,-1
mechanicalmeter/5C94544.jpg,125,77,155,127,9
mechanicalmeter/5C94544.jpg,183,78,213,127,4
mechanicalmeter/5C94544.jpg,239,76,274,128,5
mechanicalmeter/5C94544.jpg,300,82,333,130,4
mechanicalmeter/5C94544.jpg,357,82,389,132,4
mechanicalmeter/5C94544.jpg,411,75,458,132,-1
mechanicalmeter/5C075640.jpg,225,58,255,107,10
mechanicalmeter/5C075640.jpg,287,53,316,101,7
mechanicalmeter/5C075640.jpg,349,54,382,101,5
mechanicalmeter/5C075640.jpg,413,56,444,104,6
mechanicalmeter/5C075640.jpg,476,54,507,109,4
mechanicalmeter/5C075640.jpg,531,55,562,101,10
mechanicalmeter/5C05747.jpg,133,52,160,92,10
mechanicalmeter/5C05747.jpg,190,44,220,90,5
mechanicalmeter/5C05747.jpg,252,40,284,87,7
mechanicalmeter/5C05747.jpg,315,43,349,88,4
mechanicalmeter/5C05747.jpg,379,43,409,90,7
mechanicalmeter/5C05747.jpg,428,32,478,92,-1
mechanicalmeter/5C074114.jpg,224,59,255,108,10
mechanicalmeter/5C074114.jpg,287,57,317,104,7
mechanicalmeter/5C074114.jpg,349,57,380,104,4
mechanicalmeter/5C074114.jpg,413,50,441,96,1
mechanicalmeter/5C074114.jpg,475,53,503,103,1
mechanicalmeter/5C074114.jpg,531,56,565,106,4
mechanicalmeter/5C23701.jpg,121,77,166,125,2
mechanicalmeter/5C23701.jpg,189,75,224,128,3
mechanicalmeter/5C23701.jpg,251,65,286,122,7
mechanicalmeter/5C23701.jpg,318,69,351,122,10
mechanicalmeter/5C23701.jpg,379,72,422,119,1
mechanicalmeter/5C23701.jpg,416,149,440,178,11
mechanicalmeter/5C23701.jpg,432,49,487,134,-1
mechanicalmeter/5C45533.jpg,160,97,186,141,4
mechanicalmeter/5C45533.jpg,215,95,248,144,5
mechanicalmeter/5C45533.jpg,274,95,310,145,5
mechanicalmeter/5C45533.jpg,335,94,367,149,3
mechanicalmeter/5C45533.jpg,395,102,425,150,3
mechanicalmeter/5C45533.jpg,441,161,466,188,11
mechanicalmeter/5C45533.jpg,447,90,495,149,-1
mechanicalmeter/5C34582.jpg,109,139,156,195,3
mechanicalmeter/5C34582.jpg,188,131,234,193,4
mechanicalmeter/5C34582.jpg,264,137,311,190,5
mechanicalmeter/5C34582.jpg,341,132,387,186,8
mechanicalmeter/5C34582.jpg,429,117,479,185,2
mechanicalmeter/5C19931.jpg,155,115,185,162,1
mechanicalmeter/5C19931.jpg,208,112,244,161,9
mechanicalmeter/5C19931.jpg,270,116,302,161,9
mechanicalmeter/5C19931.jpg,330,117,366,157,3
mechanicalmeter/5C19931.jpg,388,115,417,162,1
mechanicalmeter/5C19931.jpg,447,107,484,158,-1
mechanicalmeter/5C076101.jpg,225,58,255,109,10
mechanicalmeter/5C076101.jpg,283,56,317,104,7
mechanicalmeter/5C076101.jpg,350,57,380,105,6
mechanicalmeter/5C076101.jpg,411,57,440,97,1
mechanicalmeter/5C076101.jpg,475,59,506,106,10
mechanicalmeter/5C076101.jpg,529,65,561,106,1
mechanicalmeter/5C40594.jpg,152,109,187,163,4
mechanicalmeter/5C40594.jpg,209,113,243,160,10
mechanicalmeter/5C40594.jpg,268,114,301,163,5
mechanicalmeter/5C40594.jpg,326,114,367,160,9
mechanicalmeter/5C40594.jpg,386,116,417,162,4
mechanicalmeter/5C40594.jpg,445,110,488,157,-1
mechanicalmeter/5C20108.jpg,62,139,93,193,2
mechanicalmeter/5C20108.jpg,120,137,156,197,10
mechanicalmeter/5C20108.jpg,174,132,225,196,1
mechanicalmeter/5C20108.jpg,256,135,291,196,10
mechanicalmeter/5C20108.jpg,330,138,363,199,8
mechanicalmeter/5C20108.jpg,396,133,438,185,-1
mechanicalmeter/5C24105.jpg,127,76,164,129,2
mechanicalmeter/5C24105.jpg,189,75,225,121,4
mechanicalmeter/5C24105.jpg,256,67,288,120,1
mechanicalmeter/5C24105.jpg,318,67,348,122,10
mechanicalmeter/5C24105.jpg,381,72,416,124,5
mechanicalmeter/5C24105.jpg,406,144,442,179,11
mechanicalmeter/5C24105.jpg,430,53,488,130,-1
mechanicalmeter/5C026451.jpg,152,194,185,245,10
mechanicalmeter/5C026451.jpg,218,192,248,248,2
mechanicalmeter/5C026451.jpg,279,199,310,251,6
mechanicalmeter/5C026451.jpg,348,197,378,253,4
mechanicalmeter/5C026451.jpg,404,192,441,248,5
mechanicalmeter/5C026451.jpg,470,194,514,237,1
mechanicalmeter/5C17608.jpg,137,117,170,178,1
mechanicalmeter/5C17608.jpg,197,117,231,182,7
mechanicalmeter/5C17608.jpg,259,121,290,175,6
mechanicalmeter/5C17608.jpg,319,122,351,178,10
mechanicalmeter/5C17608.jpg,380,129,411,182,8
mechanicalmeter/5C17608.jpg,440,113,478,187,-1
mechanicalmeter/5C00398.jpg,146,14,176,64,10
mechanicalmeter/5C00398.jpg,209,7,241,58,10
mechanicalmeter/5C00398.jpg,276,3,307,54,3
mechanicalmeter/5C00398.jpg,342,1,380,59,9
mechanicalmeter/5C00398.jpg,409,8,442,52,8
mechanicalmeter/5C00398.jpg,469,0,513,62,-1
mechanicalmeter/5C85668.jpg,124,80,155,133,8
mechanicalmeter/5C85668.jpg,179,78,212,127,5
mechanicalmeter/5C85668.jpg,240,82,271,131,6
mechanicalmeter/5C85668.jpg,298,83,332,134,6
mechanicalmeter/5C85668.jpg,357,72,388,127,8
mechanicalmeter/5C85668.jpg,413,77,460,128,-1
mechanicalmeter/5C007752.jpg,163,49,192,87,10
mechanicalmeter/5C007752.jpg,215,47,247,86,10
mechanicalmeter/5C007752.jpg,271,27,302,86,7
mechanicalmeter/5C007752.jpg,326,24,362,85,7
mechanicalmeter/5C007752.jpg,384,28,420,90,5
mechanicalmeter/5C007752.jpg,438,31,470,66,2
mechanicalmeter/5C00800.jpg,81,126,112,180,10
mechanicalmeter/5C00800.jpg,143,117,173,174,10
mechanicalmeter/5C00800.jpg,211,124,246,175,8
mechanicalmeter/5C00800.jpg,293,121,327,176,10
mechanicalmeter/5C00800.jpg,366,115,399,175,10
mechanicalmeter/5C00800.jpg,418,178,440,202,11
mechanicalmeter/5C00800.jpg,442,121,477,177,-1
mechanicalmeter/5C00800.jpg,514,120,542,175,-1
mechanicalmeter/5C00800.jpg,568,111,605,160,-1
mechanicalmeter/5C075863.jpg,225,58,255,107,10
mechanicalmeter/5C075863.jpg,287,55,319,104,7
mechanicalmeter/5C075863.jpg,349,54,381,105,5
mechanicalmeter/5C075863.jpg,414,56,444,104,8
mechanicalmeter/5C075863.jpg,476,59,501,104,6
mechanicalmeter/5C075863.jpg,530,58,556,104,3
mechanicalmeter/5C13609.jpg,110,97,146,147,1
mechanicalmeter/5C13609.jpg,177,91,213,157,3
mechanicalmeter/5C13609.jpg,245,92,278,156,6
mechanicalmeter/5C13609.jpg,313,83,347,140,10
mechanicalmeter/5C13609.jpg,381,91,416,148,9
mechanicalmeter/5C13609.jpg,425,164,471,208,11
mechanicalmeter/5C13609.jpg,447,93,483,152,-1
mechanicalmeter/5C98526.jpg,96,54,126,107,9
mechanicalmeter/5C98526.jpg,157,51,192,106,8
mechanicalmeter/5C98526.jpg,224,55,261,109,5
mechanicalmeter/5C98526.jpg,293,59,324,112,2
mechanicalmeter/5C98526.jpg,363,62,400,115,6
mechanicalmeter/5C98526.jpg,422,56,469,117,-1
mechanicalmeter/5C24123.jpg,127,76,163,126,2
mechanicalmeter/5C24123.jpg,190,76,223,122,4
mechanicalmeter/5C24123.jpg,256,67,286,120,1
mechanicalmeter/5C24123.jpg,318,72,352,121,2
mechanicalmeter/5C24123.jpg,383,74,415,127,3
mechanicalmeter/5C24123.jpg,412,147,437,177,11
mechanicalmeter/5C24123.jpg,434,70,478,122,-1
mechanicalmeter/5C34012.jpg,145,96,176,144,3
mechanicalmeter/5C34012.jpg,201,100,236,143,4
mechanicalmeter/5C34012.jpg,258,103,289,143,10
mechanicalmeter/5C34012.jpg,319,99,351,147,1
mechanicalmeter/5C34012.jpg,375,86,408,141,2
mechanicalmeter/5C34012.jpg,430,167,449,183,11
mechanicalmeter/5C34012.jpg,431,93,477,140,-1
mechanicalmeter/79977_607_1350.jpg,101,42,131,96,7
mechanicalmeter/79977_607_1350.jpg,164,31,197,89,9
mechanicalmeter/79977_607_1350.jpg,235,31,271,90,9
mechanicalmeter/79977_607_1350.jpg,312,36,346,90,7
mechanicalmeter/79977_607_1350.jpg,382,44,422,97,7
mechanicalmeter/79977_607_1350.jpg,451,48,489,108,-1
mechanicalmeter/5C34288.jpg,145,96,176,143,3
mechanicalmeter/5C34288.jpg,201,101,233,141,4
mechanicalmeter/5C34288.jpg,259,99,294,145,2
mechanicalmeter/5C34288.jpg,318,100,348,149,8
mechanicalmeter/5C34288.jpg,378,101,411,150,8
mechanicalmeter/5C34288.jpg,430,163,445,184,11
mechanicalmeter/5C34288.jpg,432,95,472,143,-1
mechanicalmeter/5C79569.jpg,102,126,133,188,7
mechanicalmeter/5C79569.jpg,155,130,217,188,9
mechanicalmeter/5C79569.jpg,237,131,277,187,5
mechanicalmeter/5C79569.jpg,312,129,347,190,6
mechanicalmeter/5C79569.jpg,378,130,419,194,9
mechanicalmeter/5C79569.jpg,448,125,495,191,-1
mechanicalmeter/5C01168.jpg,85,124,116,178,10
mechanicalmeter/5C01168.jpg,147,121,174,174,1
mechanicalmeter/5C01168.jpg,220,118,249,173,1
mechanicalmeter/5C01168.jpg,289,117,325,174,6
mechanicalmeter/5C01168.jpg,365,116,401,175,8
mechanicalmeter/5C01168.jpg,415,183,441,200,11
mechanicalmeter/5C01168.jpg,438,114,474,176,-1
mechanicalmeter/5C01168.jpg,510,116,542,172,-1
mechanicalmeter/5C01168.jpg,571,116,612,164,-1
mechanicalmeter/5C074650.jpg,226,58,256,107,10
mechanicalmeter/5C074650.jpg,286,53,317,106,7
mechanicalmeter/5C074650.jpg,349,55,380,102,4
mechanicalmeter/5C074650.jpg,412,54,442,102,6
mechanicalmeter/5C074650.jpg,474,53,505,107,5
mechanicalmeter/5C074650.jpg,530,54,561,109,10
mechanicalmeter/5C739678.jpg,159,26,188,79,7
mechanicalmeter/5C739678.jpg,218,24,251,75,3
mechanicalmeter/5C739678.jpg,279,18,314,74,9
mechanicalmeter/5C739678.jpg,344,19,376,74,6
mechanicalmeter/5C739678.jpg,407,14,437,67,7
mechanicalmeter/5C739678.jpg,466,11,501,64,8
mechanicalmeter/5C05560.jpg,133,51,162,98,10
mechanicalmeter/5C05560.jpg,192,44,223,92,5
mechanicalmeter/5C05560.jpg,253,44,288,90,5
mechanicalmeter/5C05560.jpg,317,48,350,92,6
mechanicalmeter/5C05560.jpg,378,47,411,93,10
mechanicalmeter/5C05560.jpg,430,30,472,96,-1
mechanicalmeter/5C39209.jpg,158,99,188,145,3
mechanicalmeter/5C39209.jpg,214,79,249,144,9
mechanicalmeter/5C39209.jpg,272,98,313,145,2
mechanicalmeter/5C39209.jpg,336,97,369,144,10
mechanicalmeter/5C39209.jpg,394,76,425,129,8
mechanicalmeter/5C39209.jpg,447,162,462,184,11
mechanicalmeter/5C39209.jpg,450,86,492,130,-1
mechanicalmeter/5C025854.jpg,153,193,186,245,10
mechanicalmeter/5C025854.jpg,216,191,247,248,2
mechanicalmeter/5C025854.jpg,280,192,310,249,5
mechanicalmeter/5C025854.jpg,344,193,377,249,8
mechanicalmeter/5C025854.jpg,406,198,446,250,5
mechanicalmeter/5C025854.jpg,475,194,514,248,4
mechanicalmeter/5C37468.jpg,144,95,176,144,3
mechanicalmeter/5C37468.jpg,199,101,234,143,7
mechanicalmeter/5C37468.jpg,259,102,292,142,4
mechanicalmeter/5C37468.jpg,319,99,350,149,6
mechanicalmeter/5C37468.jpg,379,102,410,150,8
mechanicalmeter/5C37468.jpg,429,164,448,185,11
mechanicalmeter/5C37468.jpg,430,82,473,134,-1
mechanicalmeter/5C90839.jpg,127,83,159,135,9
mechanicalmeter/5C90839.jpg,183,74,214,128,10
mechanicalmeter/5C90839.jpg,245,70,273,125,8
mechanicalmeter/5C90839.jpg,300,75,336,128,3
mechanicalmeter/5C90839.jpg,361,77,394,134,9
mechanicalmeter/5C90839.jpg,417,74,460,132,-1
mechanicalmeter/5C076291.jpg,225,58,255,107,10
mechanicalmeter/5C076291.jpg,286,57,317,104,7
mechanicalmeter/5C076291.jpg,351,56,381,103,6
mechanicalmeter/5C076291.jpg,413,56,439,104,2
mechanicalmeter/5C076291.jpg,474,61,503,104,9
mechanicalmeter/5C076291.jpg,528,51,553,95,7
mechanicalmeter/5C34688.jpg,131,44,177,97,3
mechanicalmeter/5C34688.jpg,210,42,251,95,4
mechanicalmeter/5C34688.jpg,281,39,328,98,6
mechanicalmeter/5C34688.jpg,366,46,402,98,8
mechanicalmeter/5C34688.jpg,441,43,476,98,8
mechanicalmeter/5C114041.jpg,144,119,174,171,1
mechanicalmeter/5C114041.jpg,217,122,243,175,1
mechanicalmeter/5C114041.jpg,276,124,306,176,4
mechanicalmeter/5C114041.jpg,340,124,381,180,10
mechanicalmeter/5C114041.jpg,405,118,440,180,4
mechanicalmeter/5C114041.jpg,471,120,515,176,7
mechanicalmeter/5C073878.jpg,226,58,256,109,10
mechanicalmeter/5C073878.jpg,283,52,320,104,7
mechanicalmeter/5C073878.jpg,347,53,383,101,3
mechanicalmeter/5C073878.jpg,414,54,444,102,8
mechanicalmeter/5C073878.jpg,471,53,506,107,7
mechanicalmeter/5C073878.jpg,526,54,566,112,8
mechanicalmeter/5C89907.jpg,127,81,160,134,8
mechanicalmeter/5C89907.jpg,183,78,214,134,9
mechanicalmeter/5C89907.jpg,241,77,271,126,9
mechanicalmeter/5C89907.jpg,301,73,333,128,10
mechanicalmeter/5C89907.jpg,358,74,393,128,7
mechanicalmeter/5C89907.jpg,415,73,463,130,-1
mechanicalmeter/79895_606_1030.jpg,100,41,134,97,7
mechanicalmeter/79895_606_1030.jpg,161,36,196,95,9
mechanicalmeter/79895_606_1030.jpg,236,30,271,90,8
mechanicalmeter/79895_606_1030.jpg,310,37,347,95,9
mechanicalmeter/79895_606_1030.jpg,383,44,428,98,5
mechanicalmeter/79895_606_1030.jpg,454,40,491,96,-1
mechanicalmeter/5C00397.jpg,133,118,163,171,10
mechanicalmeter/5C00397.jpg,198,113,231,169,10
mechanicalmeter/5C00397.jpg,266,113,297,167,3
mechanicalmeter/5C00397.jpg,331,115,362,166,9
mechanicalmeter/5C00397.jpg,396,114,428,165,7
mechanicalmeter/5C00397.jpg,450,99,498,164,-1
mechanicalmeter/5C074040.jpg,224,58,255,109,10
mechanicalmeter/5C074040.jpg,286,57,317,101,7
mechanicalmeter/5C074040.jpg,349,59,380,106,4
mechanicalmeter/5C074040.jpg,413,55,442,104,10
mechanicalmeter/5C074040.jpg,475,56,502,106,4
mechanicalmeter/5C074040.jpg,530,56,564,106,10
mechanicalmeter/5C04565.jpg,93,86,149,156,10
mechanicalmeter/5C04565.jpg,189,77,253,147,4
mechanicalmeter/5C04565.jpg,290,72,349,144,5
mechanicalmeter/5C04565.jpg,393,70,450,140,6
mechanicalmeter/5C04565.jpg,475,58,580,148,-1
mechanicalmeter/5C075944.jpg,224,58,255,109,10
mechanicalmeter/5C075944.jpg,286,55,317,104,7
mechanicalmeter/5C075944.jpg,349,53,381,104,5
mechanicalmeter/5C075944.jpg,412,56,442,105,9
mechanicalmeter/5C075944.jpg,473,59,503,103,4
mechanicalmeter/5C075944.jpg,529,57,563,103,4
mechanicalmeter/5C0056.jpg,64,54,118,115,10
mechanicalmeter/5C0056.jpg,153,42,215,108,10
mechanicalmeter/5C0056.jpg,256,32,324,101,5
mechanicalmeter/5C0056.jpg,367,30,427,105,6
mechanicalmeter/5C0056.jpg,463,18,575,112,-1
mechanicalmeter/91199_6.jpg,80,98,132,165,9
mechanicalmeter/91199_6.jpg,178,95,225,164,1
mechanicalmeter/91199_6.jpg,268,88,329,159,2
mechanicalmeter/91199_6.jpg,372,90,425,163,9
mechanicalmeter/91199_6.jpg,474,90,532,164,10
mechanicalmeter/2503_25.jpg,77,78,131,150,9
mechanicalmeter/2503_25.jpg,183,75,222,144,1
mechanicalmeter/2503_25.jpg,276,71,336,142,3
mechanicalmeter/2503_25.jpg,393,69,455,147,5
mechanicalmeter/2503_25.jpg,500,76,572,145,3
mechanicalmeter/5C00418.jpg,85,132,111,181,10
mechanicalmeter/5C00418.jpg,144,120,174,180,10
mechanicalmeter/5C00418.jpg,214,118,250,178,4
mechanicalmeter/5C00418.jpg,291,115,322,175,1
mechanicalmeter/5C00418.jpg,365,117,401,177,8
mechanicalmeter/5C00418.jpg,429,106,481,173,-1
mechanicalmeter/5C00418.jpg,497,108,549,175,-1
mechanicalmeter/5C00418.jpg,562,120,617,182,-1
mechanicalmeter/5C00881.jpg,83,125,114,185,10
mechanicalmeter/5C00881.jpg,144,116,175,173,10
mechanicalmeter/5C00881.jpg,212,114,248,175,8
mechanicalmeter/5C00881.jpg,287,118,323,174,8
mechanicalmeter/5C00881.jpg,365,116,398,172,1
mechanicalmeter/5C00881.jpg,417,181,443,204,11
mechanicalmeter/5C00881.jpg,441,121,479,178,-1
mechanicalmeter/5C00881.jpg,506,107,547,172,-1
mechanicalmeter/5C00881.jpg,568,108,608,179,-1
mechanicalmeter/5C77380.jpg,124,69,160,124,7
mechanicalmeter/5C77380.jpg,187,63,221,116,7
mechanicalmeter/5C77380.jpg,255,69,288,125,3
mechanicalmeter/5C77380.jpg,317,60,350,120,8
mechanicalmeter/5C77380.jpg,380,58,415,119,10
mechanicalmeter/5C77380.jpg,430,131,454,152,11
mechanicalmeter/5C77380.jpg,444,56,485,107,-1
mechanicalmeter/5C94739.jpg,96,57,126,111,9
mechanicalmeter/5C94739.jpg,158,63,191,112,4
mechanicalmeter/5C94739.jpg,225,58,261,109,7
mechanicalmeter/5C94739.jpg,297,62,331,115,3
mechanicalmeter/5C94739.jpg,364,66,396,119,9
mechanicalmeter/5C94739.jpg,427,53,473,122,-1
mechanicalmeter/82297.jpg,108,53,139,102,8
mechanicalmeter/82297.jpg,168,44,204,102,2
mechanicalmeter/82297.jpg,237,41,273,98,2
mechanicalmeter/82297.jpg,308,41,342,100,9
mechanicalmeter/82297.jpg,381,50,414,100,7
mechanicalmeter/82297.jpg,452,69,486,119,-1
mechanicalmeter/5C81737.jpg,104,48,134,101,8
mechanicalmeter/5C81737.jpg,168,40,204,99,1
mechanicalmeter/5C81737.jpg,239,40,270,91,7
mechanicalmeter/5C81737.jpg,312,38,347,100,3
mechanicalmeter/5C81737.jpg,384,43,417,97,7
mechanicalmeter/5C81737.jpg,445,48,493,106,-1
mechanicalmeter/5C06861.jpg,148,105,180,156,10
mechanicalmeter/5C06861.jpg,211,107,241,157,6
mechanicalmeter/5C06861.jpg,276,105,307,157,8
mechanicalmeter/5C06861.jpg,340,108,372,152,6
mechanicalmeter/5C06861.jpg,406,105,438,154,1
mechanicalmeter/5C06861.jpg,460,93,514,156,-1
mechanicalmeter/5C81761.jpg,104,47,134,102,8
mechanicalmeter/5C81761.jpg,167,39,198,92,1
mechanicalmeter/5C81761.jpg,239,39,271,90,7
mechanicalmeter/5C81761.jpg,308,44,347,98,6
mechanicalmeter/5C81761.jpg,380,43,410,97,1
mechanicalmeter/5C81761.jpg,442,50,493,101,-1
mechanicalmeter/5C77347.jpg,159,103,191,164,7
mechanicalmeter/5C77347.jpg,217,101,256,165,7
mechanicalmeter/5C77347.jpg,287,107,322,167,3
mechanicalmeter/5C77347.jpg,354,103,386,162,4
mechanicalmeter/5C77347.jpg,415,96,450,154,7
mechanicalmeter/5C77347.jpg,480,88,523,156,-1
mechanicalmeter/5C076079.jpg,225,58,255,107,10
mechanicalmeter/5C076079.jpg,285,53,315,104,7
mechanicalmeter/5C076079.jpg,350,59,381,106,6
mechanicalmeter/5C076079.jpg,413,55,442,106,10
mechanicalmeter/5C076079.jpg,473,51,502,102,7
mechanicalmeter/5C076079.jpg,529,55,563,105,9
mechanicalmeter/045953.jpg,164,94,202,158,10
mechanicalmeter/045953.jpg,224,92,263,157,4
mechanicalmeter/045953.jpg,295,98,325,152,5
mechanicalmeter/045953.jpg,357,103,387,154,9
mechanicalmeter/045953.jpg,416,94,454,159,5
mechanicalmeter/045953.jpg,476,102,508,158,3
mechanicalmeter/5C074566.jpg,224,59,255,108,10
mechanicalmeter/5C074566.jpg,286,53,321,106,7
mechanicalmeter/5C074566.jpg,349,55,380,104,4
mechanicalmeter/5C074566.jpg,412,55,442,106,5
mechanicalmeter/5C074566.jpg,476,56,506,111,6
mechanicalmeter/5C074566.jpg,530,60,561,111,6
mechanicalmeter/5C00361.jpg,69,102,100,157,10
mechanicalmeter/5C00361.jpg,128,98,161,156,10
mechanicalmeter/5C00361.jpg,193,96,226,151,3
mechanicalmeter/5C00361.jpg,259,87,294,148,6
mechanicalmeter/5C00361.jpg,331,94,361,145,1
mechanicalmeter/5C00361.jpg,389,70,442,153,-1
mechanicalmeter/5C37261.jpg,180,56,215,109,3
mechanicalmeter/5C37261.jpg,243,51,276,104,7
mechanicalmeter/5C37261.jpg,311,51,343,104,2
mechanicalmeter/5C37261.jpg,380,55,411,107,6
mechanicalmeter/5C37261.jpg,445,48,488,104,1
mechanicalmeter/5C3657.jpg,228,54,251,98,3
mechanicalmeter/5C3657.jpg,282,55,315,96,6
mechanicalmeter/5C3657.jpg,335,54,367,101,5
mechanicalmeter/5C3657.jpg,394,51,425,104,7
mechanicalmeter/5C3657.jpg,448,57,481,101,3
mechanicalmeter/5C012030.jpg,126,181,155,239,10
mechanicalmeter/5C012030.jpg,189,179,227,239,1
mechanicalmeter/5C012030.jpg,253,180,289,238,2
mechanicalmeter/5C012030.jpg,321,181,348,239,10
mechanicalmeter/5C012030.jpg,385,188,416,242,3
mechanicalmeter/5C012030.jpg,443,184,482,243,10
mechanicalmeter/5C076211.jpg,226,58,254,107,10
mechanicalmeter/5C076211.jpg,289,57,316,103,7
mechanicalmeter/5C076211.jpg,350,57,381,104,6
mechanicalmeter/5C076211.jpg,415,56,440,104,2
mechanicalmeter/5C076211.jpg,473,58,497,102,1
mechanicalmeter/5C076211.jpg,526,54,553,98,1
mechanicalmeter/5C277665.jpg,145,114,176,173,2
mechanicalmeter/5C277665.jpg,203,111,238,164,7
mechanicalmeter/5C277665.jpg,264,113,299,165,7
mechanicalmeter/5C277665.jpg,330,114,366,168,6
mechanicalmeter/5C277665.jpg,391,111,422,166,6
mechanicalmeter/5C277665.jpg,451,112,478,158,5
mechanicalmeter/5C81713.jpg,103,47,133,102,8
